,const,stock-rf,SMB1,HML1,longterm,shortterm,lowquality,convertible
2015-02-28,1.0,0.0456572647163056,0.041457861896325054,-0.04523269210663228,0.016630303099081385,0.0013609448989682824,0.008169832171443256,-0.012158091399920782
2015-03-31,1.0,0.16388011203127428,0.0998734109562156,-0.04066056623534253,-0.04838576276401627,-0.00380070251515061,-0.004196992998539127,0.024704967090927978
2015-04-30,1.0,0.1884013316977915,0.023833692944305707,-0.005559893203677557,0.023903183649639278,0.00546444562747039,0.014378822827685541,0.09110253321718464
2015-05-31,1.0,0.10537672653545038,0.231697766735236,-0.13439029919077272,0.007296026685927775,0.010241630334981605,0.007469986574179971,0.10461226294050718
2015-06-30,1.0,-0.08117382855948863,-0.05592434979894578,0.10459369761779747,0.001525559509777991,0.0028176705226751588,0.0035893829749590713,-0.2698018206250918
2015-07-31,1.0,-0.1422811930010518,-0.0011444219159075786,0.008874790065790839,0.01965197955180466,-0.0021665593808409657,0.011016362913365956,-0.15512033435438197
2015-08-31,1.0,-0.15216488093890235,0.0069537062098168345,-0.002162803421393522,0.023418097422744363,0.00023386676340597288,0.0058800427133377485,-0.0897351671454395
2015-09-30,1.0,-0.04960691994536304,0.01523757233190004,-0.03085230316248022,-0.006335300788626751,-0.0005299009910944997,0.006487481650519279,0.025446345887508617
2015-10-31,1.0,0.14709998194789886,0.10630564645338181,-0.07882622098283576,0.01676315031362594,0.0028993581483115253,0.010302526933468536,0.04099749475850443
2015-11-30,1.0,0.05834148311490717,0.11704403331471158,-0.03384610174885605,-0.00207312344743903,-0.002190491675368323,-0.003774080220579224,-0.0005999492181252182
2015-12-31,1.0,0.04123655791940517,0.058979419234534536,-0.03231240783697409,0.03072315044951106,0.00582639447787552,0.010143849124861484,0.005979499058060102
2016-01-31,1.0,-0.2543234233600966,-0.07854326666377687,0.07002908232587446,0.01078679700668056,-0.0006207434112964205,0.0040820401922813665,-0.10672027643415333
2016-02-29,1.0,-0.02372359621418063,0.0032935064755306165,0.008609596884410431,0.004254543143081463,0.0009492698372385033,0.0055376961810381375,0.0013073236642916208
2016-03-31,1.0,0.1496131961136431,0.06493473416756546,-0.049291020574528166,0.028215952217883106,0.005023399486073572,0.006705690050861763,0.022064525044213096
2016-04-30,1.0,-0.021853102753819464,0.030409538236747524,-0.0010934425660260594,-0.020802668569014478,-0.004049861408625628,-0.016010977430431235,-0.02947287746853245
2016-05-31,1.0,-0.00014693918715114052,-0.024029005475730614,0.004554491344324063,-0.014891267781833037,8.939722066946486e-05,0.005942875704751041,-0.013472514571525216
2016-06-30,1.0,0.03233173006627932,0.050399871310845334,-0.010963485349173796,0.007045850493543775,0.00032594699984244573,0.0060048930301856915,-0.004335821083415799
2016-07-31,1.0,0.008423249115885545,-0.028337169327174228,0.03796852484728497,0.03187131423612926,0.002265259670382205,0.012679119922654072,0.008879437818878724
2016-08-31,1.0,0.050785583528568656,0.022427253089492893,0.006985437336057609,0.013304861562373246,0.002142709840554243,0.009019582444454374,0.022268711882246037
2016-09-30,1.0,-0.020105107430919422,0.025098049680321477,-0.0032604905433230025,0.014970272656056608,0.00044844726712317865,0.0045785361671738,0.003960058532852365
2016-10-31,1.0,0.033670470450449796,0.021731540240770952,0.009258284556882046,0.004628373606985177,0.0011284977015535173,0.0036569647927568744,0.011566998765658339
2016-11-30,1.0,0.04803105692937559,-0.0009630319564291057,0.019504176659856487,-0.02764980340489859,-0.0038576441862230903,-0.006659999248287478,0.005146097852539329
2016-12-31,1.0,-0.05221997221313979,0.010716541800961599,0.015557463538168559,-0.04248423245395261,-0.004266598773431937,-0.017457133430853086,-0.0587323128631001
2017-01-31,1.0,0.005004106369457695,-0.04183457619635378,0.03277781980932226,-0.025336176858985506,-0.0013028335491822815,0.0017687874440408305,0.0014648043070965891
2017-02-28,1.0,0.036807628703231066,0.01870600133871614,-0.008921663862088258,-0.007643887056493288,-0.00034950769412186,-0.0017553414511487131,0.004358254977954761
2017-03-31,1.0,-0.001056961524717459,-0.016357525071548085,0.01655839702468387,0.004375114153382043,-0.0016339246935537792,-0.001169100451527128,-0.01127583119754988
2017-04-30,1.0,-0.025788458069261555,-0.05093834903475358,0.04261185963657166,-0.016647815731550115,-0.004777003675836949,-0.004301398056984212,-0.009699838607596328
2017-05-31,1.0,-0.019893764892604082,-0.06479450892797078,0.05699036569778415,-0.014094791085449896,-0.005644281291331797,-0.010077826998349724,-0.018939930400709657
2017-06-30,1.0,0.04064901724617154,-0.00921902799127483,-0.015859028087488514,0.005979459012724333,0.0020192037468186232,0.011613316062240578,0.04757073887743123
2017-07-31,1.0,0.025106678968940255,-0.04020508705237702,0.03980263043143317,-0.016152052529825083,0.0006309708083904911,0.008435008425897523,0.054168979392762454
2017-08-31,1.0,0.03428040345335637,0.008049142973152845,-0.010915264039879968,-0.015354433911817001,9.344681971369369e-05,-0.0022733742480123167,0.014817879984045167
2017-09-30,1.0,0.008255676403392309,0.0021513585543213587,-0.034273331370445415,0.003149753858906182,2.979171209919508e-05,0.0047998120512370655,-0.032245246419428907
2017-10-31,1.0,0.01540386861286036,-0.04986918285319153,-0.003628414483112463,-0.019269360629437925,-0.0015928992860023343,-0.0002825978257860666,-0.017272009924307184
2017-11-30,1.0,-0.028001144712196058,-0.05573579460104616,0.02482195341879967,0.004663635863382987,-0.0009907104312358193,-0.009302536705935217,-0.04366118124674316
2017-12-31,1.0,0.0028704990333738856,-0.026875565759836295,-0.0019392423976728468,-0.004163184955722219,-0.0009891583004845248,0.0007355354337977762,-0.014919470298931157
2018-01-31,1.0,0.041683498914882655,-0.0705731730742547,0.07115407900910387,0.00037499152518805047,0.004607245644031366,0.0020474085700676876,0.06586585617793062
2018-02-28,1.0,-0.0373929059058955,-0.0005000481961535685,-0.018200682029079762,0.01540539754081709,0.0035197787056858052,0.005496722316254576,-0.018023222521690262
2018-03-31,1.0,-0.011063714764957822,0.06883735777994726,-0.061320154911585156,0.014376387397232767,-0.0006745195916638947,0.001124434905626389,-0.014648312450145888
2018-04-30,1.0,-0.03308638499972805,-0.003607524991529054,0.014870757232183784,0.016565727571088425,0.006920345664606527,0.005306680732423793,-0.004565990091294107
2018-05-31,1.0,0.0022481447155506817,-0.015240888760171267,0.004210906953322491,0.0069114346499297655,-0.0014421678558888596,-0.006556876402591566,-0.028162603264199344
2018-06-30,1.0,-0.07662861847456881,-0.035594717794787956,0.035325871264147324,0.01748003460852782,-0.0006217913656031927,-0.0057297486586221314,-0.03347389017161478
2018-07-31,1.0,0.010484837735714736,-0.01921113844861999,0.028229847675613318,0.0006270374521594427,0.006477516622425041,0.00622014684800223,0.02868788470086039
2018-08-31,1.0,-0.061037462351802185,-0.026600520756162593,0.0167994140015979,-0.021962900835050897,-0.0017981479943079703,0.00354772679845397,-0.008849985625043218
2018-09-30,1.0,0.023466873187303117,-0.04049491564440566,0.01634169611519365,0.0007902832811764475,0.0005293097377841742,0.00481237096238782,0.0019226657083747116
2018-10-31,1.0,-0.0820881392151338,-0.003897061266281421,0.06271001766936135,0.019613105511998585,0.004356483400608466,0.01025648190692464,-0.01437223734913872
2018-11-30,1.0,0.009617378329831228,0.06077027758034914,-0.05027446140318481,0.028256142321405782,0.005247580967135464,0.012909633066704625,0.013760641729640928
2018-12-31,1.0,-0.042813063328581924,0.006643466670661846,0.010566617723788863,0.02887447925520556,0.0014571234054354403,0.007180988494798174,-0.020496367675231025
2019-01-31,1.0,0.032009923104098004,-0.06758407034607983,0.014627121696975776,0.002937136230880435,0.0031989804912172536,0.014087963556585705,0.05048918932053137
2019-02-28,1.0,0.15804244544692692,0.06849875870693412,-0.07053597863255678,-0.005033954732400904,0.0003021147116518334,0.006468684062153583,0.07635107654662006
2019-03-31,1.0,0.06294392239908153,0.048176953050592,-0.04279491685224901,0.014906425799477391,0.0002717659949265821,0.004215332322084004,0.033765313079413176
2019-04-30,1.0,-0.01231625974820827,-0.038637683981395665,0.004437752679828266,-0.04461255597208733,-0.004020570163947499,-0.0038704522965501177,-0.025842418286538636
2019-05-31,1.0,-0.05768829958578381,0.027545004855298094,0.008612859542370677,0.008199445300142138,0.0024080506121859414,0.012464279578615378,-0.025707922623282718
2019-06-30,1.0,0.035817141230875205,-0.03560415188925237,-0.002531330170040813,0.010927572632785954,0.0006678756548647801,0.0030780123360727107,0.010790087995842657
2019-07-31,1.0,0.015431669916367685,-0.020944173261332577,-0.004479794239608537,0.010064744718133276,0.002253344006032874,0.0024342274392475253,0.023139027326690972
2019-08-31,1.0,-0.0018128314305574378,0.002826425656464293,-0.047971222970878524,0.021446005329500268,0.001969285295365014,0.007937175885688557,0.004852766076250753
2019-09-30,1.0,0.009635700363982869,0.008403894888141306,0.001400450019645616,-0.0127487834567825,0.000901308303562539,0.0045934420245695015,0.0025565137987677974
2019-10-31,1.0,0.014073771402111301,-0.021263550881631454,-0.009854258074515565,-0.018940575441038752,-0.000976789647343467,0.0022752194463141703,0.0034773798011730425
2019-11-30,1.0,-0.018051279057938352,-0.012116427860525691,-0.0005744526683419959,0.02252539018526138,0.001896347189610554,0.007575295133187594,0.0027272273310548333
2019-12-31,1.0,0.07003986723282418,0.014638846226924906,-0.01072941870836941,0.009867868597802042,0.0038477992034440913,0.005983788005234092,0.05399407721598
2020-01-31,1.0,0.0005701313777810579,0.02783943466242378,-0.026756988629963452,0.022946722638351427,0.0019361495257574045,0.004924691953923557,-2.342786172379943e-05
2020-02-29,1.0,-0.0033060498905684854,0.023130212580970477,-0.03625961638454245,0.033068299679524696,0.004951591237673487,0.012609003144330961,0.018736206461249145
2020-03-31,1.0,-0.05725824744307051,0.016053249057593755,0.008817785063978567,0.01629190721124544,0.006917004735411605,1.016973703863648e-05,-0.022229339548358894
2020-04-30,1.0,0.048349948029372536,-0.024859981571827783,-0.027530460485547747,-0.0052981911402324375,0.011984302011524568,0.006802365148493535,0.008968091592433176
2020-05-31,1.0,0.008908191840414803,0.026413257747888386,-0.014820166289473913,-0.028039232607401484,-0.007329596138042622,0.0013366308024369597,-0.03328431208192683
2020-06-30,1.0,0.08290305490964878,0.010768146730910644,-0.04137681147758887,-0.008476257757095929,-0.007750444525963517,-0.004797278384425562,0.0032706455546809296
2020-07-31,1.0,0.16768576194094265,0.0006156023073051742,-0.034573667676539355,-0.016357805196674024,-0.0028371243107851527,0.002518362609609628,0.07328263363822034
2020-08-31,1.0,0.03444479252836263,0.01487465422331491,-0.016182541890892854,-0.0033518276643939747,-0.004773776825250003,0.0034291477648572934,0.00699487677100345
2020-09-30,1.0,-0.04678569501413854,-0.018648984555531323,0.009075596293481869,-0.019841060348784002,0.0003686248371129381,0.004681047141019764,-0.036784079477592914
2020-10-31,1.0,0.01965040617450331,-0.006950066442752867,-0.013556130436412683,-0.0004180500072317921,-0.00020306929385534734,0.00294076888644416,0.016873199925491782
2020-11-30,1.0,0.048666883549353335,-0.03443121025320317,0.03743105977761618,0.0014792584113713498,-0.0010494926104567964,-0.003393823905438257,0.005351835680949809
2020-12-31,1.0,0.028649269850227643,-0.05240922310178164,-0.04692364761136392,0.023273918698556145,0.00477037219781044,0.002684011176708949,-0.001721399722468726
